"","user","type"
"1528","VIDEO: Drunk-seeming Ole Miss fan gets into presser, asks drunk-sounding question. ","sports"
"1529","VIDEO: 'Skins fan holds a crow on her lap as if that's some cool shit to do ","sports"
"1530","Ex-NFL wives: We felt pressure to keep quiet about domestic violence ","sports"
"1531","RT @screamerDS: Former Colorado Rapids reporter: Team pushed to get me fired ","sports"
"1532","VIDEO: Latvian hockey player dishes out bizarre check. ","sports"
"1533","Earl Thomas says the Seahawks ""are playing the referees too."" ","sports"
"1534","How Gamergate exploited the media's craven and deep-seated belief in ""you gotta hear both sides"": ","sports"
"1535","Seattle TV station says your new NFL touchdown pass record-holder is Gary Payton ","sports"
"1536","VIDEO: This shameful display of mass injury-faking is the pinnacle of diving ","sports"
"1537","VIDEO: Pumpkin Fest lady, TV reporter wrestle over mic live on air. ","sports"
"1538","Reviewer jump-kicks macho steakhouse's dick and balls into the sun: ","sports"
"1539","VIDEO: Soccer player dies after goal celebration goes horribly wrong ","sports"
"1540","This DeMarcus Ware sack is the slickest play of the year: ","sports"
"1541","Cruyff's Turn: How Barcelona's greatest icon created its greatest player ","sports"
"1542","Peyton Manning's keep-away celebration was planned, practiced, and therefore corny: ","sports"
"1543","How homegrown stars like LA Galaxy's Gyasi Zardes are transforming MLS ","sports"
"1544","Report: Brandon Marshall called out Jay Cutler in the Bears' locker room. ","sports"
"1545","VIDEO: Alec Burks crosses over Kobe Bryant, likely earns Kobe's eternal ire. ","sports"
"1546","What kind of bullshit is this Peyton Manning shirt? ","sports"
"1547","Peyton Manning throws 509th career TD pass, sets new NFL record: ","sports"
"1548","Darnell Dockett mocks Raiders fans with whiteboard: ","sports"
"1549","Watch South Korea fill up a World Cup stadium for League of Legends ","sports"
"1550","VIDEO: Tony Romo calls out Giants LB Jameel McClain as the Mike. McClain disagrees: ","sports"
"1551","Here's an unconscious Browns fan in the Jacksonville parking lot ","sports"
"1552","Bears lose at home; postgame locker room ""ugly scene."" ","sports"
"1553","RT @ScreamerDS: How homegrown stars like Gyasi Zardes are transforming Major League Soccer ","sports"
"1554","VIDEO: Rams run fake punt with late lead from inside their own 20, succeed, fumble, somehow recover, beat Seahawks ","sports"
"1555","VIDEO: Desperation, no-look, over-the-backboard shot somehow goes in. What's Slovene for ""Tommy Point""? ","sports"
"1556","The Packers are laying the beatdown of the season on the Panthers ","sports"
"1557","Bills' two best running backs carted off in one half: ","sports"
"1558","The Colts are beating the crap out of Giovani Bernard: ","sports"
"1559","VIDEO: Rams are up 21-3 on the Seahawks thanks to this brilliant fake punt return. Yes, fake return: ","sports"
"1560","Today in ""trying to punch a guy who is wearing a helmet"": ","sports"
"1561","Damn those ""fickle beasts"": Your guide to ignoring the NFL today ","sports"
"1562","Your NFL Week 7 viewing maps: ","sports"
"1563","VIDEO: Nolan Smith throws towel while walking to bench, infuriates coach. ","sports"
"1564","Gennady Golovkin's crushing overhand K.O. punch, in slow motion ","sports"
"1565","Police raid discovers drugs, hookers, guns, underground bunkers, ex-Sonics center Robert Swift: ","sports"
"1566","VIDEO: What's Lou Holtz saying here? ","sports"
"1567","Gregg Popovich calls out Suns owner Robert Sarver for calling the Spurs out: ","sports"
"1568","How Eliud Kipchoge made the Chicago Marathon easy to watch: ","sports"
"1569","The future of the culture wars is here, and it's #Gamergate: ","sports"
"1570","LenDale White kicked out of USC game, calls AD Pat Haden ""coward"": ","sports"
"1571","They've busted out the tear gas in Morgantown: ","sports"
"1572","VIDEO: FSU holds on after potential game-winning Notre Dame touchdown called back for pass interference: ","sports"
"1573","Gennady Golovkin wins again with another early-round knockout: ","sports"
"1574","Ohio State-Rutgers, in one GIF: ","sports"
"1575","Photos of smoke, flares, and riot police in the Belgrade derby are hauntingly beautiful: ","sports"
"1576","VIDEO: Scottish Premier League goal celebration features the scorer getting RKO'd by his teammate ","sports"
"1577","VIDEO: Alabama QB Blake Sims runs right past the entire Texas A&amp;M defense for a 43-yard touchdown ","sports"
"1578","VIDEO: Lionel Messi almost scoring is more impressive than most actual goals. Plus, his real goal was just as nuts. ","sports"
"1579","VIDEO: Indiana's Shane Wynn takes a reverse 75 yards to score against Michigan State: ","sports"
"1580","Baylor loses to West Virginia and penalty flags: ","sports"
"1581","Where is Bill Simmons's Friday NFL picks column? ","sports"
"1582","@samfbiddle @max_read Where's clam? #clamgate","sports"
"1583","The Seahawks traded Percy Harvin to the Jets, and Marshawn Lynch is sad: ","sports"
"1584","VIDEO: Royals fans celebrate pennant with long, sloppy victory kiss ","sports"
"1585","VIDEO: Watch this footage of Wanderlei Silva just headbutting fools in the face ","sports"
"1586","Kelly Slater's impossible, unnameable air: An explainer. ","sports"
"1587","This woman wants you to help her bone Sergio Romo: ","sports"
"1588","These are our favorite Vines: ","sports"
"1589","VIDEO: Suns owner Robert Sarver calls out Spurs for phoning in preseason game. ","sports"
"1590","Former Manchester United manager David Moyes, on the firing we all saw coming: ""I really didn't see it coming."" ","sports"
"1591","Dashcam video shows Jim Irsay stumbling during DUI stop ","sports"
"1592","Chugging is dumb. ","sports"
"1593","Ebola may force the Africa Cup of Nation host country to be decided by lottery ","sports"
"1594","VIDEO: Jets fan reacts to loss not with anger, but complete emotional shutdown. ","sports"
"1595","Madison Bumgarner's fastball is getting deadlier: ","sports"
"1596","But no, seriously, what the hell are the Lakers doing? ","sports"
"1597","Cruyff's turn: how Barcelona's greatest icon created its greatest player ","sports"
"1598","Ill-timed bench collapse makes for great soccer team photo: ","sports"
"1599","VIDEO: Justin Bieber's latest boxing highlight is a sad sham. ","sports"
"1600","VIDEO: Katie Nolan tries to chug six beers better than Madison Bumgarner. ","sports"
"1601","VIDEO: Massive soccer brawl with punches and flying kicks sees 12 players sent off ","sports"
"1602","No, the refs didn't illegally help the Patriots line up last night ","sports"
"1603","Madison Bumgarner takes six beers to the face: ","sports"
"1604","Bruce Bochy was the anti-Matheny, and it made all the difference: ","sports"
"1605","The Jets invented a whole new way to lose last night ","sports"
"1606","Mike Matheny manages the Cardinals straight out of the playoffs: ","sports"
"1607","Mike Matheny manages the Cardinals straight out of the playoffs: ","sports"
"1608","VIDEO: Giants win the pennant on Travis Ishikawa's walk-off homer ","sports"
"1609","Tom Brady needs to work on his flop game: ","sports"
"1610","Geno Smith earns his way onto the defensive stat list with this tackle of a woman on the Patriots sideline ","sports"
"1611","Pascal Dupuis removed from ice on a stretcher after taking a shot to the back of his neck: ","sports"
"1612","Report: War Machine attempted jail suicide ","sports"
"1613","VIDEO: Studio alarm OBLITERATES Keith Olbermann's train of thought. ","sports"
"1614","Official Jets hype video features climactic typo: ","sports"
"1615","How the Cowboys have made the most out of ex-bust Rolando McClain: ","sports"
"1616","VIDEO: Wrestling legend Mick Foley, on MLB Network, interviewing Michael Morse ","sports"
"1617","The Players' Tribune says nothing -- and that's the point ","sports"
"1618","@max_read @TheRalphRetort @ToLey88 Where's clam? #clamgate","sports"
"1619","Report: A veteran Jets scout urged Bill Parcells to draft Tom Brady. ","sports"
"1620","Amar'e Stoudemire bathes in red wine, for some damn reason: ","sports"
"1621","Great moments in barf history: ","sports"
"1622","@SteveKornacki ""... to talk about Gardner's football playing and the lessons of the single wing.""","sports"
"1623","@SteveKornacki ""Emily Hytha, Gardner's communications director, did not respond to Deadspin's interview requests ...""","sports"
"1624","How we fucked up the Cory Gardner story: ","sports"
"1625","How and why NBA mock drafts are a sham ","sports"
"1626","Bucs employee arrested for DUI, allegedly rear-ended car at Taco Bell: ","sports"
"1627","AUDIO: Radio hosts nearly come to blows on air over strength of Raiders' brand ","sports"
"1628","Giants brief players on Ebola before trip to Dallas: ","sports"
"1629","Damn, Pizza Hut thinks millennials are super boring: ","sports"
"1630","VIDEO: Kid takes soccer ball to the face, in magnificent slow motion. ","sports"
"1631","What's it like to be in the doghouse? @drewmagary knows. It's the Jamboroo! ","sports"
"1632","MLS commissioner Don Garber has some dumb shit to say about Jürgen Klinsmann and his opinion on the league: ","sports"
"1633","The NFL coaches and QBs who get the most TV screentime ","sports"
"1634","VIDEO: Michigan tailgater gives pregame speech like he's a real player ","sports"
"1635","Chart: Relief pitchers earning the most postseason decisions in 50 years ","sports"
"1636","LeBron James denies setting a pick on his own teammate: ","sports"
"1637","Ballin'-ass Steve Ballmer and his dead eyes are here to frighten you: ","sports"
"1638","Pete Carroll bluffs his way through press conference about rugby league player he's never heard of: ","sports"
"1639","GIF: A.J. Pierzynski has elite flopping skills ","sports"
"1640","What the Royals' win sounded like from the parking lot: ","sports"
"1641","The Giants can't stop winning weird: ","sports"
"1642","Important NBA voices begin agitating for shorter season: ","sports"
"1643","VIDEO: Paul Rudd invites Royals fans to kegger at his mom's house ","sports"
"1644","VIDEO: Adam Jones's take on the season: ""fucking awesome"" ","sports"
"1645","UPDATE: A spokesman for Cory Gardner says he played football ""through 10th grade"": ","sports"
"1646","VIDEO: Watch the final out as the Royals advance to the World Series ","sports"
"1647","Is a Colorado Senate candidate lying about his football career? ","sports"
"1648","God can't save you from Ebola, but this song might: ","sports"
"1649","Jesus, have you looked at the 76ers' roster? ","sports"
"1650","Teens: Please don't masturbate in the penalty box. ","sports"
"1651","Baltimore Marathon is very specific about which cheers you should yell: ","sports"
"1652","Lululemon's Buffalo store taunts fans with ""Wide Right/No Goal"" ","sports"
"1653","Nick Young is now part of the Snoop Lion-Iggy Azalea beef: ","sports"
"1654","Pelicans forward Ryan Anderson breaks down his bracket to crown the best basketball movie of all time: ","sports"
"1655","NPR says Ebola might make chocolate more expensive (while killing lots of people) ","sports"
"1656","Look at this fat dog: ","sports"
"1657","VIDEO: TV reporter gets the crap scared out of him by screaming Royals fan ","sports"
"1658","Paul Pogba approached by child, takes off his pants. Child flees. ","sports"
"1659","FA charges Rio Ferdinand with misconduct, probably for kind-of-clever ""yo mama"" joke: ","sports"
"1660","The NFL is going to take a hard look at Vontaze Burfict's ankle-twisting tackles: ","sports"
"1661","VIDEO: Randy Orton is RKOing the entire internet. ","sports"
"1662","VIDEO: Browns fans make beer bong out of female mannequin, with lurid results. ","sports"
"1663","Cowboys RB arrested for allegedly stealing cologne and underwear: ","sports"
"1664","VIDEO: 38-year-old White Chocolate still has some game in him ","sports"
"1665","Another dang hat trick for Steven Stamkos: ","sports"
"1666","VIDEO: Neymar scores four goals today, is set to become world's best by tomorrow ","sports"
"1667","Barely anyone came to the Panthers game: ","sports"
"1668","VIDEO: 49ers offensive lineman Anthony Davis Instagrams St. Louis cops arresting some guy: ","sports"
"1669","Ferguson protesters attend Monday Night Football: ","sports"
"1670","Jay Bilas is right, but this Twitter fight with a compliance officer is the most boring thing ever: ","sports"
"1671","Alabama tight end busted with a quarter pound of weed in his dorm room: ","sports"
"1672","VIDEO: Is this Brazil's manager calling an Argentina coach a cokehead? ","sports"
"1673","VIDEO: This puppy on the field is the cutest idiot on the field: ","sports"
"1674","VIDEO: Danny Briere nets game-winner with 0.5 seconds left ","sports"
"1675","Drunk Seahawks fan has foolproof plan for hanging onto her purse: ","sports"
"1676","Kicker lives the dream, scores touchdown on his own kickoff: ","sports"
"1677","Report: Almost all ex-players will take NFL's concussion settlement ","sports"
"1678","PHOTOS: Dolphins and Packers fans brawl in the parking lot. ","sports"
"1679","The Rams will wear those sweet 1999 throwback uniforms tonight: ","sports"
"1680","VIDEO: This wild-ass, seven-lateral blocked extra point will make you shit your dick ","sports"
"1681","No, that Eagles employee wasn't celebrating Victor Cruz's injury: ","sports"
"1682","The NBA's new TV deal includes plans for ads on jerseys: ","sports"
"1683","Terrance Williams's catch was great, but Tony Romo's throw was better: ","sports"
"1684","Chart: MLB strike zone keeps expanding ","sports"
"1685","Jonathan Quick slips a fan an autograph from the bench: ","sports"
"1686","VIDEO: Giants fan gets a trash shower from Eagles fans, is pretty OK with it ","sports"
"1687","Victor Cruz's injury made everyone sad: ","sports"
"1688","Mike Nugent's missed field goal was the costliest play of week 6 ","sports"
"1689","Microphone defeats Bill Belichick, 1-0: ","sports"
"1690","VIDEO: TV reporter has best possible response to man telling her, ""I would love to see my meat in your mouth"" ","sports"
"1691","Dan Snyder took in yesterday's game alongside the disgraced, soon-to-be-former president of the Navajo Nation: ","sports"
"1692","New Tennessee track coach cuts freshmen three weeks into the school year, because ""I wouldn't have recruited you"": ","sports"
"1693","Sayreville may shut down its three-time state champion football team for years in wake of sex abuse hazing arrests: ","sports"
"1694","This video of Blue Jackets superfan ""Dancing Kevin"" is the closest you'll come to true beauty today ","sports"
"1695","Player viciously punched in the face, knocked out just two minutes into rugby league Grand Final says it's really NBD ","sports"
"1696","Is Vontaze Burfict targeting opponents' injuries for dirty play after the whistle? Examine the evidence: ","sports"
"1697","Aaron Rodgers's fake spike was a surprise to even his receivers: ","sports"
"1698","VIDEO: Here's how Kolten Wong's Game Two walk-off homer sounded in Spanish on Fox Deportes ","sports"
"1699","Man in wheelchair claims Eagles fan stole his prosthetic leg at game: ","sports"
"1700","VIDEO: Lakers PG Ronnie Price loses shoe, turns over ball, throws shoe, gets technical foul. ","sports"
"1701","Eagles fans screw up huge banner: ","sports"
"1702","Mike Zimmer sounds fed up with the Vikings, and with ""getting our butts whipped."" ","sports"
"1703","Cowboys beat Seahawks thanks to ridiculous Terrance Williams catch: ","sports"
"1704","VIDEO: Gronk on Patriots' offensive line: They ""should get laid tonight."" ","sports"
"1705","Actually, that was the disgraced, soon-to-be-former Navajo Nation President sitting with Dan Snyder: ","sports"
"1706","Seahawks fans forced to watch entire Panthers-Bengals OT, missed majority of Cowboys-Seahawks first half, are pissed ","sports"
"1707","MLB's player-tracking technology exists for players like Lorenzo Cain: ","sports"
"1708","Bengals, Panthers waste everyone's time, tie: ","sports"
"1709","Jaguars' winless season remains intact after last-second blocked field goal: ","sports"
"1710","Tony Romo crushed by huge Bobby Wagner hit ","sports"
"1711","Jeremy Hill did the Ickey Shuffle: ","sports"
"1712","Hey, what's this guy up to? ","sports"
"1713","VIDEO: Diego Costa may have nine Premiership goals, but when he tried to score for Spain today it went horribly wrong ","sports"
"1714","Raiders fans egged the Chargers' bus: ","sports"
"1715","Update: Richard Sherman joins Cam Newton in flouting the NFL's ban on Beats headphones. ","sports"
"1716","VIDEO: Julius Thomas scores on the Jets, concludes that ""It's so fucking easy! It's so easy!"" ","sports"
"1717","Mavericks coach Rick Carlisle's sorry he suggested that Chandler Parsons is fat: ","sports"
"1718","Brian Tyms beats triple coverage for a Patriots TD: ","sports"
"1719","This extraordinary Vincent Jackson play is Tampa Bay's highlight of the day. It was an incomplete pass ","sports"
"1720","NFL fines be damned, players are still wearing Beats headphones: ","sports"
"1721","Joe Flacco is elite (through one half of today's game): ","sports"
"1722","Bucs fan wore the right shirt to today's game ","sports"
"1723","Great moments in pass defending, brought to you by the Buffalo Bills ","sports"
"1724","Kelvin Benjamin gets rocked, hangs on for TD catch: ","sports"
"1725","25 years ago today, Herschel Walker was traded. Jerry Jones and Jimmy Johnson still argue over whose idea it was. ","sports"
"1726","Papa John's ready for Steelers-Browns: ","sports"
"1727","Football coaches' motivational gimmicks have never not been lame: ","sports"
"1728","Your NFL Week 6 viewing maps: ","sports"
"1729","Tom Brady rolled his ankle, but he's good to go: ","sports"
"1730","Report: Jameis Winston to face disciplinary hearing on rape charge ","sports"
"1731","VIDEO: Landon Donovan's final exit as a member of the U.S. national team, substituted off in the 41st minute: ","sports"
"1732","Report: FSU administrators and Tallahassee police obstructed the Jameis Winston investigation. ","sports"
"1733","VIDEO: Kyrie Irving and Kevin Love had a real good time at the club in Brazil. ","sports"
"1734","Cops: Derrick Shelby asked for a Z-Pak after he ""fucked a hooker at the club"" ","sports"
"1735","FIFA's $31 million propaganda movie is really something ","sports"
"1736","Burger King sued over customer-stabbin' manager ","sports"
"1737","Report: 49ers-paid cop was on duty and in uniform at the scene of Ray McDonald's arrest. ","sports"
"1738","Chart: Where pro athletes are born in America ","sports"
"1739","VIDEO: Bee on bouquet causes gymnast to freak out on podium. ","sports"
"1740","The Eagles made a Halloween-themed trash-talk video about Li'l Eli Manning: ","sports"
"1741","How to separate beer signal from beer noise ","sports"
"1742","Jürgen Klinsmann wishes America would adopt promotion and relegation: ","sports"
"1743","Jason Whitlock has written his magnum derpus: ","sports"
"1744","Prince just put out his best song in 20 years. Don't sleep. ","sports"
"1745","VIDEO: Here's a 6-foot-11 high school quarterback. ","sports"
"1746","The Todd Gurley snitch was a spiteful memorabilia dealer: ","sports"
"1747","It's almost been 25 years since Browns beat Steelers as favorites ","sports"
"1748","Ex-NFL exec: That ""hundreds and hundreds"" of domestic violence coverups quote was out of context. ","sports"
"1749","DeMarco Murray has been the NFL's best running back. Can he keep it up? ","sports"
"1750","VIDEO: Goalkeeper tries to rearrange ref's face with haymaker ","sports"
"1751",".@WhitlockJason wrote a column about the Michael Brown protests at the Cardinals game. It's bad. Read this instead: ","sports"
"1752","Man with Patriots helmet tattoo arrested on synthetic weed charges: ","sports"
"1753","U.S. champ Tyler Pennel tells you how to not fuck up your first marathon: ","sports"
"1754","Definitively proving existence of higher power, Nike sues CrossFit: ","sports"
"1755","Some fools are selling Darren Wilson Cardinals shirts: ","sports"
"1756","Yao Ming makes Shaq look short: ","sports"
"1757","Cash-strapped Trinidad and Tobago women's soccer team receives unexpected support from Haiti: ","sports"
"1758","Hate mail (mostly) from Cardinals fans: ","sports"
"1759","Timbers give fans official permission to support the Sounders tonight: ","sports"
"1760","Blake Wheeler scored twice in 15 seconds: ","sports"
"1761","Pissed off Oilers fan throws hoodie, and phone, onto ice: ","sports"
"1762","J.J. Watt tries to hit the Nae Nae: ","sports"
"1763","Report: NFL chooses Katy Perry to perform Super Bowl halftime show ","sports"
"1764","Pat McAfee, all alone, making kickoffs to himself ","sports"
"1765","Jan Hooks was the best ","sports"
"1766","Georgia's Todd Gurley suspended indefinitely, probably for some dumb shit: ","sports"
"1767","Former NFL executive claims ""hundreds and hundreds"" of domestic-violence incidents were ignored: ","sports"
"1768","Little Manchester United fan flips out over her preschool's blue uniform: ","sports"
"1769","Bad news, baseball fans: ","sports"
"1770","VIDEO: John Rocker made an ass of himself on ""Survivor"" ","sports"
"1771","We have a Halloween cereal problem, folks ","sports"
"1772","MMA fighter live-tweets police standoff while holed up in house: ","sports"
"1773","Adrian Peterson told his urine tester he smoked weed, for some reason ","sports"
"1774","The NFL fined Colin Kaepernick $10,000 for wearing the wrong brand of headphones: ","sports"
"1775","Lions catch laser-pointing jabroni, ban him indefinitely: ","sports"
"1776","AHL mascot's backstory totally includes a dead firefighter: ","sports"
"1777","Hey @billsimmons, you should quit ESPN, because we're offering you a job ","sports"
"1778","Changing conferences doesn't affect college football success ","sports"
"1779","VIDEO: Boxer gets punched in the dick so hard he can't continue, loses fight. ","sports"
"1780","ESPN aired a martial arts competition last night, one of the coolest things we've seen on the network in years: ","sports"
"1781","Which football coaches have the dumbest motivational gimmicks? @drewmagary knows. It's the Jamboroo! ","sports"
"1782","Let's help @SBNation create the worst sportswriting about the St. Louis Cardinals: ","sports"
"1783","VIDEO: 45 yards in penalties on one play results in the weirdest kickoff you're going to see for a long time ","sports"
"1784","The Cavaliers and Heat can't make that three-point goggle sign when they play this weekend in Brazil: ","sports"
"1785","Treon Harris's lawyer: Whatever happened, the victim is to blame ","sports"
"1786","The immigrant sport: What ping-pong means in America. ","sports"
"1787","Champions League seeding just got a whole lot better. ","sports"
"1788","Michael Vick admits to slacking, should have just lied: ","sports"
"1789","VIDEO: High school football play features some of the worst tackling you'll ever see ","sports"
"1790","Victim in 49ers bathroom fight left partially paralyzed: ","sports"
"1791","Texas news station tweets photos of some big ol' dicks [NSFW]: ","sports"
"1792","VIDEO: Tommy Wingels pantses Jonathan Quick to score ","sports"
"1793","Pac-12 officiating coordinator Tony Corrente resigns: ","sports"
"1794","Columbus Crew get rid of the worst logo in sports: ","sports"
"1795","Treon Harris incident report redacted into nothingness ","sports"
"1796","RT @ScreamerDS: Jozy Altidore wants to go not score goals somewhere else ","sports"
"1797","Hey, maybe the NHL shouldn't hire a rostered Flyers player to work in the Department of Player Safety: ","sports"
"1798","Brazilian soccer team hopes their new hypnotist's trick of walking on broken glass helps their team stop sucking: ","sports"
"1799","Is the Redskins' ""VIP"" Indian defender a fake Indian? ","sports"
"1800","VIDEO: Police officer levels kid running at Nick Saban after Ole Miss win. ","sports"
"1801","NBA players are coming to get their money back in 2017: ","sports"
"1802","FUNBAG! Should you flush a urinal every time? ","sports"
"1803","MLB managers are playing less small ball than ever ","sports"
"1804","And now, the Deadspin staff argues about David Lynch and 'Twin Peaks' at great length and with great anger ","sports"
"1805","Adrian Peterson blames media for reporting on charity-funded orgy: ","sports"
"1806","Report: NBA bans excessively sexy songs from German cheerleaders' routine. ","sports"
"1807","AUDIO: Angry Alabama fan is back with more burns for Colin Cowherd ","sports"
"1808","Pierre Garçon yanked Richard Sherman's dreadlocks, so Sherman responded with some vicious shit-talk: ","sports"
"1809","VIDEO: Cardinals fans get ugly in clash with Ferguson protesters ","sports"
"1810","Matt Kemp blasts Dale Scott's strike zone: ""By far the worst I've ever seen."" ","sports"
"1811","Everything NFL security claims it did to investigate Ray Rice (it's a short list): ","sports"
"1812","VIDEO: Dodgers pitcher J.P. Howell turns amazing double play ","sports"
"1813","According to the NFL, NFL security is incompetent: ","sports"
"1814","Women hate watching sports, says Men's Health magazine: ","sports"
"1815","Report: Cardinals catcher Yadier Molina will be fined, but not suspended, for pushing umpire ","sports"
"1816","Madison Bumgarner's pivotal error gives Nationals Game 3 over Giants: ","sports"
"1817","Cristiano Ronaldo likens ugly tackle to rugby; rugby world turns stupid ","sports"
"1818","How much charity did Adrian Peterson's All Day Foundation do? We've got an update. ","sports"
"1819","Giants debut unhittable new pitch, the Blimpball: ","sports"
"1820","Steven Stamkos can remember every goal he's ever scored on command: ","sports"
"1821","VIDEO: This kangaroo fight is better than most boxing and UFC matches ","sports"
"1822","You like bacon because The Man told you to: ","sports"
"1823","USA Swimming suspends Michael Phelps for six months after DUI arrest: ","sports"
"1824","The new NBA TV deal looks especially stupid for ESPN &amp; TNT when you compare it to what CBS, Fox, &amp; NBC pay the NFL: ","sports"
"1825","It took the Browns 36 quarterbacks and 28 seasons to match Peyton Manning's 500 TDs: ","sports"
"1826","VIDEO: Mike Francesa fell asleep on the air again! ","sports"
"1827","What the NBA's insane new TV deal means for the league and for you: ","sports"
"1828","The most important passers on every Premier League team: ","sports"
"1829","VIDEO: Rugby fan celebrates title by swinging his dong around on TV. [NSFW] ","sports"
"1830","How much charity did Adrian Peterson's All Day Foundation do? ","sports"
"1831","Matt Forte's fumble was the most damaging play of week 5 ","sports"
"1832","Miami Dolphin arrested, tazed for ""touching females"" at club: ","sports"
"1833","""Baseball's Bolshevik"": why the martyrdom of Curt Flood still matters ","sports"
"1834","Florida QB Treon Harris suspended, investigated for sexual assault: ","sports"
"1835","VIDEO: ESPN reporter asks why Titans aren't pissed off, pisses off Titan. ","sports"
"1836","VIDEO: Brutal fight at 49ers game leads to arrests, head injury ","sports"
"1837","VIDEO: Bills say someone shined laser pointer at them during game against Lions; guy tweets he did it. ","sports"
"1838","P.K. Subban, tactical farter: ","sports"
"1839","Jaguars apologize for mascot's Ebola joke: ","sports"
"1840","Report: Geno Smith missed a meeting because of a dumb team policy ","sports"
"1841","What's more improbable: An 18-inning playoff game or a 13-inch penis? ","sports"
"1842","VIDEO: Cutest little girl is already our favorite superfan ","sports"
"1843","The Royals partied with fans and Eric Hosmer bought everyone drinks: ","sports"
"1844","Lorenzo Cain is your newest playoff star: ","sports"
"1845","Buck Showalter is either psychic or a genius: ","sports"
"1846","GIF: Tom Brady and Julian Edelman debate who gets to spike the football. ","sports"
"1847","Brian Hoyer and the Browns are out here thriving: ","sports"
"1848","How do the most common NFL scores compare to soccer? ","sports"
"1849","How do you entertain yourself at a Jaguars game? Go for a swim in your jeans and sweatshirt ","sports"
"1850","VIDEO: This is the life of a backup college quarterback. ","sports"
"1851","GIF: Bills edge imploding Lions with field goal; Jim Schwartz carried away. ","sports"
"1852","VIDEO: Bucs WR Louis Murphy flagged for inappropriate language. ","sports"
"1853","GIF: Golden Tate fakes the goalpost dunk celebration. ","sports"
"1854","Beats By Dre banned from the heads of NFL players: ","sports"
"1855","Jake Locker takes brutal late hit to the head; Stays in the game ","sports"
"1856","The Dallas Cowboys will not suffer your silly celebrations ","sports"
"1857","Your NFL Week 5 viewing maps: ","sports"
"1858","Yusmeiro Petit was essentially the Giants' second starter last night: ","sports"
"1859","This is not how you dance to Lil Jon, Tennessee fans ","sports"
"1860","Orioles win Game 2 by thiiiiis much: ","sports"
"1861","Report: Ray McDonald summoned a 49ers-paid cop to the scene of his domestic-violence arrest. ","sports"
"1862","Roger Goodell: Look at all the talking I'm doing about domestic violence ","sports"
"1863","VIDEO: Rugby streaker tackles player, incites brawl, escapes ","sports"
"1864","Bill Simmons is just maxin' and relaxin' on his Instagram account: ","sports"
"1865","Thursday games aren't shitty, says NFL after another shitty Thursday game: ","sports"
"1866","Club owner puts team up for sale, threatens to stop spending if the club isn't renamed: ","sports"
"1867","Chart: Which NCAA football teams outplay their recruit rankings? ","sports"
"1868","Whoa, man, this pork tenderloin is even more dong-like than the other one: ","sports"
"1869","Prince has a great many songs suitable for fornication. Here are the top 11: ","sports"
"1870","VIDEO: Houston lost to UCF on a heartbreaking play at the goal line ","sports"
"1871","The mayor of St. Louis is a dipshit and the Cardinals are trash: ","sports"
"1872","The math behind McDonald's Monopoly ","sports"
"1873","Which college football team does your hometown root for? ","sports"
"1874","You should drink more sour, salty beers. Seriously. Start with this one. ","sports"
"1875","This Josh Hamilton at-bat was the saddest thing: ","sports"
"1876","Stevie Wonder is not blind: the truthers' case ","sports"
"1877","The Royals stole the game in right field: ","sports"
"1878","VIDEO: Second-ranked Oregon defeated by Pac-12 officials ","sports"
"1879","""You had ONE JOB."" -- Home plate umpire Paul Nauert, to the catcher ","sports"
"1880","VIDEO: Oregon QB Marcus Mariota catches trick play touchdown ","sports"
"1881","NBA Jam teams, ranked: ","sports"
"1882","Tonight's Vikings-Packers game, in one GIF ","sports"
"1883","Orioles win, pound Tigers with eight run eighth inning: ","sports"
"1884","Fans of the TV show Castle angry at sports: ","sports"
"1885","Florida State beat writer resigns after plagiarism charges ","sports"
"1886","Chart: Royals-A's was awesome; Giants-Pirates was shit ","sports"
"1887","Refs accuse NFL of throwing them under the bus on controversial calls: ","sports"
"1888","Stevie Wonder is not blind: the evidence ","sports"
"1889","What's wrong with LeSean McCoy? ","sports"
"1890","VIDEO: Watch scenes from Stephon Marbury's weird-ass Chinese musical ","sports"
"1891","Billy Beane says the Athletics' trades paid off: ","sports"
"1892","Royals catcher Salvador Perez loves annoying teammate Lorenzo Cain: ","sports"
"1893","The NFL looks stupid because it tried to seize the moral high ground. It's @drewmagary's Jamboroo! ","sports"
"1894","Does this pork tenderloin look like a dong or what? ","sports"
"1895","A day after Ray Rice video went public, Ravens asked for arrest report ","sports"
"1896","VIDEO: Genius bear is too smart and strong for bullshit-ass electric-deer gag ","sports"
"1897","Newly discovered footage shows Washington's 1924 World Series walk-off win: ","sports"
"1898","A field guide to American truthers, from 9/11 to Benghazi to JoePa to the 1985 NBA Draft to the moon ","sports"
"1899","Turkish soccer fans chuck flares at Arsenal supporters: ","sports"
"1900","Larry Donnell lost in fantasy football because he didn't start himself: ","sports"
"1901","The Royals will never stop running: ","sports"
"1902","Cowboys player under investigation in alleged sexual assault case: ","sports"
"1903","VIDEO: WVU football players' locker-room wrestling matches are more fun than WWE Raw. ","sports"
"1904","VIDEO: Matthew McConaughey went full McConaughey on the Texas Longhorns ","sports"
"1905","INFOGRAPHIC: Who drinks the most beer and wine in the world? ","sports"
"1906","Antrel Rolle: Prince Amukamara is good now because he's finally gettin' laid ","sports"
