,user,type
977,Wahoo! We're finally on Instagram! You can follow us at education_com for a peek behind the scenes. Check us out! ,education
978,24 Badass Halloween Costumes To Empower Young Girls. (We are all about #13!) ,education
979,Babysitter Blues: How to Spot a Bad Nanny. ,education
980,This set of hands-on activities and crafts helps early readers strengthen the important skill of segementing. ,education
981,"This heartwarming story is a must-read for your Friday, and a great reminder that KIDS ARE AWESOME. @HuffPostParents",education
982,"Today is #EleanorRoosevelt's birthday! Celebrate w/ this awesome biography worksheet that builds writing skills, too. ",education
983,It's a #zombie invasion! 8 zombie printables to get into the spirit of the season. (You don't want to miss these!) ,education
984,Our Science Fair Project Pick of the Week: Make a Fruit Battery! ,education
985,This art project turned decoration is perfect for Halloween and Fall. Make a pumpkin wreath! ,education
986,"Planning on hosting a Halloween party this year? Check out our party ideas, recipes, and decorations here: ",education
987,Bullying in Preschool: What Parents Need to Know. (This is a must-read.) ,education
988,"Did you know we're on Google+? Follow our page for classroom activities, at-home fun, &amp; ideas that inspire learning. ",education
989,"It's Sunday, and that means FOOTBALL! Get into the game and score big with these football multiplication worksheets. ",education
990,Has your reader mastered his long vowel sounds yet? This set of printables helps kids practice this important skill. ,education
991,A little Pin-spiration for your Friday. (Plus some giggles.) ,education
992,Art is more important for your kid's brain than you may realize. Find out why art matters &amp; get great ideas here: ,education
993,It's #TechiesDay today. Here are the classroom tech trends you should know about. ,education
994,"Spider mobiles, eyeball cake pops, &amp; melted Medusa art! Check out our Halloween activities post on @CoffeeandCrayon. ",education
995,"It's finally here! Brainzy, our educational games program for early readers has launched! Learn more about it here: ",education
996,How to Deal with a Difficult Teacher. ,education
997,We hit 3 MILLION MEMBERS on our site today! A huge milestone. Thank you so much to our amazing community! We wouldn't be here without you!,education
998,7 bad snack food ingredients and misleading buzzwords to look out for: ,education
999,11 Ways to Celebrate Your Child's Birthday at School. ,education
1000,"Help your child master our 10 Early Reading Building Blocks! This set works on building block 4, short vowel sounds. ",education
1001,6 Great Life Science Activities to Try With Your Kids This Weekend. ,education
1002,Teacher Secrets: 6 Tips You Can Use at Home. ,education
1003,Our favorite fall activities. Sneak in learning and celebrate the season! ,education
1004,Does your child need help practicing place value? This workbook is here to help! ,education
1005,Should Kids Have Homework? The Pros and Cons: ,education
1006,Fall into Autumn Fun with these Printables. ,education
1007,8 Easy Baking Recipes You and Your Kids Can Make Together. ,education
1008,7 Things No One Told You About Parenting. ,education
1009,8 Extreme Science Experiments for 5th Graders. ,education
1010,"Building Block 3 of our ""10 Building Blocks of Early Reading"" series is all about BLENDING. Get the set here: ",education
1011,Here are our favorite recipes to make with kids. ,education
1012,Try this awesomely gooey science activity with your kids this weekend and teach them all about the states of matter. ,education
1013,"Easy, inexpensive ideas for the classroom. ",education
1014,Celebrate #TalkLikeaPirateDay with these 15 swashbuckling printables. ,education
1015,Editor's Picks: 10 Famous Quotes About Parenting. ,education
1016,9 Things You Probably Shouldn't Say to Your Kids (you'd be surprised!): ,education
1017,8 Tips for a Stress-Free Morning Routine. (We could all use a little extra help!) ,education
1018,Is your child having trouble with his math fact families? Turn it into a game! Here's how: ,education
1019,5 Common Warning Signs of Asperger's Syndrome in Kids: #aspergers,education
1020,Join our #RaiseAnEarlyReader initiative this month w/ our Building Blocks of Reading series. Here's Building Block 2: ,education
1021,"Happy #Fridaythe13th! Here's a little Stevie Wonder ""Superstition"" for u to finish your Friday off w/ some good luck. ",education
1022,A writing prompt fit for #Fridaythe13th. What would happen if Friday the 13th reall did cause a bunch of bad luck? ,education
1023,Is superhero play bad for your kids? See what the doctors say. ,education
1024,Math games that get kids moving! Check out our educational outdoor math games on @CoffeeandCrayon. ,education
1025,Outrageous School Policies: Why They Matter and What You Can Do. ,education
1026,This might be our favorite coloring page/quote yet. #inspiration,education
1027,"What separates us from the animals, what separates us from the chaos, is our ability to mourn people weve never met. -David Levithan #911",education
1028,Here's our favorite pin of the day! Wallpaper clouds via @decor8. You can find this pin &amp; more classroom ideas here: ,education
1029,"""It's Not Fair!"" 5 Ways to Make Siblings Feel Equal. ",education
1030,Here's our Workbook Pick of the Week: Practice story writing skills with the help of some heroes and villians! ,education
1031,We want to hear from you! What topics are the hardest for your kids? Where do they need some extra practice?,education
1032,Check out our latest board on Pinterest: Color Wheel! Full of ideas that let kids have fun with color. ,education
1033,#RoshHashanah begins this evening! Celebrate by making this delicious honey cake with your kids. ,education
1034,Remember your First Day outfits? Our editors recall their most (in?)famous #FirstDayofSchool outfits on our blog. ,education
1035,The Flipped Classroom: Chaos or Cutting Edge? Here's what parents need to know. ,education
1036,We just love these endangered animals crafts from @LearnCreateLove! Awesome alphabet and animal fun. ,education
1037,Happy #LaborDay! Click to see some of the fun stats associated w/ this holiday. (66% of Americans will grill today!) ,education
1038,Here are 10 fun activities to do with your kids this long weekend. ,education
1039,25 fun printables to celebrate #LaborDay. ,education
1040,What are your plans for #LaborDayWeekend? Tell us what you and your family are up to!,education
1041,"Inspiration courtesy of Eleanor Roosevelt: ""The future belongs to those who believe in the beauty of their dreams."" ",education
1042,"This workbook takes kids on an awesome adjective adventure full of writing exercises, grammar quizzes &amp; fun puzzles. ",education
1043,"The @sierraclub released its ""Cool Schools"" list ranking the US colleges working 2 operate sustainably. Check it out! ",education
1044,Today is the 50th anniversary of the #MarchonWashington. Celebrate this historic day with this creative worksheet. ,education
1045,Need help wrangling your BTS supply list? Our Pinterest board has tips for what every kid needs for the new year. ,education
1046,Have a great school year. We're here to help with #BacktoSchool info galore! ,education
1047,Thanks to @realtordotcom and @LesliePiper2 for including us in this great chat about schools and home buying! #Back2School101,education
1048,@realtordotcom A6: School ratings are typically based only on standardized test scores. Dig deeper. #Back2School101,education
1049,@realtordotcom A5: School visits are always a great idea. Here's how to make the most of yours. #Back2School101,education
1050,"@realtordotcom A4: No such thing as the perfect school, just the perfect school 4 your kid. Get tips. #Back2School101",education
1051,@realtordotcom A3: Some tips to help you decide if walking to school is a good option for your child. #Back2School101,education
1052,"@realtordotcom A2:School boundaries change often. This tool can help, but always confirm w/ district. #Back2School101",education
1053,"RT @SeattleGOP A1: Better schools create long-term stability, community involvement, and increased demand driving prices up. #Back2School101",education
1054,RT @audiechambrln @seattlehomeocom @realtordotcom  1st question is a good one! #Back2School101,education
1055,RT @realtordotcom Excited for our #Back2School101 chat w/ @Education_com. We are an hour away! Have a home buying question? Tweet us!,education
1056,We're chatting about schools &amp; buying a home today w/ @realtordotcom &amp; expert @LesliePiper2 at 10am PST. Join &amp; get tips! #BacktoSchool101,education
1057,"These printable busy books will help your little reader practice his alphabet and get some fine motor practice, too. ",education
1058,Should schools let parents choose their kids' teachers? Read on and tell us what you think. ,education
1059,"Sunday Must-Read: Check out this inspiring piece about 1 boy's quest to change education, one circuit board at a time ",education
1060,Kids and Social Media: 10 Tips for How to Start Smart. ,education
1061,Happy Friday! This has got to be one of the best hiding spots EVER. Such a cute video. Enjoy! ,education
1062,Here's how to get your child off of the sleepy summer schedule and back on track for the new school year. ,education
1063,Activity of the Day! Explore basic chemistry concepts &amp; make art w/ your curious kid. Try this marbled paper project. ,education
1064,It's National #ToothFairyDay! Print these pouches out to be filled with a lost tooth or money from the Tooth Fairy :) ,education
1065,"Our August workbooks are here! We've got money math, make believe, heroic adventures and lots more. Check them out. ",education
1066,"Everyone talks about the #CommonCoreStandards, but what are they really? Here's a parent's guide to the Common Core. ",education
1067,Here's your go-to checklist for getting organized this back to school season. ,education
1068,Here are our top 15 math worksheets to help your kids brush up on the basics for the new school year. ,education
1069,It's #AviationDay! Celebrate w/ this worksheet about the Wright Brothers Flyer that works on reading comprehension: ,education
1070,A treat for your Sunday: One mom's eye-opening story about how her toddler got her to slow down and enjoy life. ,education
1071,Can't make it to the beach this August? Make a mini beach in a box and pretend like you're really there! ,education
1072,Let's get crabby! Get your kids together and play crab soccer - a perfect Friday afternoon activity. ,education
1073,Is your child shy? Check out this article about how you can help your child face their fears this new school year. ,education
1074,Baseball is in full swing! Practice comprehension &amp; learn the history of America's favorite pastime w/ this worksheet ,education
1075,Were launching a new product soon! Brainzy is an online game that helps early readers get ahead. Learn more here: ,education
1076,Happy International #LeftHandersDay! Check out this piece on teaching left-handed children in a right-handed world. ,education
1077,Skewered balloons? This quick and easy at-home science activity is positively mystifying! ,education
1078,Make math fun for your kids! Help your child understand positive and negative numbers with this card game. ,education
1079,We don't want the weekend to end! What's your family's favorite thing to do on Sundays?,education
1080,These dot-to-dot alphabet printables will help your little one practice his letters and his numbers at the same time. ,education
1081,Friday Inspiration: This adorable photo reminds us why pretend play is one of the happiest ways to learn. ,education
1082,Check out our picks from @Target for the Back to School essentials that will help your kids start the year in style. ,education
1083,"Summer's still here, guys! What are some ways you and your kids are squeezing the last bit of fun out of summer?",education
1084,Ready to go back to school? We've got the insider tips to help you get ready for the new year without all the stress. ,education
1085,Plan a scavenger hunt for your kids this week! They can pretend to be pirates in search of buried treasure. ,education
1086,Here are 6 secrets to unlocking your child's talent. ,education
1087,It's #FamersMarketWeek! Make your next trip to the farmers' market a fruitful one w/ these easy ideas for learning. ,education
1088,Get a headstart on Kindergarten with these ABC activities that are all about wordplay! ,education
1089,Reading is the the foundation of kids' success in school &amp; beyond. Here are 5 ways u can support an emerging reader: ,education
1090,Many countries celebrate #InternationalFriendshipDay 2day. Read this piece on friendships matter-especially for kids! ,education
1091,It's the LAST week of DIY Reading Camp: Squeeze the last bit of fun out of summer &amp; get your reader ready for school! ,education
1092,"Science doesn't have to be a snore! Make ""shrinky dinks"" w/ this activity that explores the properties of plastic. ",education
1093,Tues was the kick-off of the UN's #InternationalFriendshipDay campaign. Celebrate by making a friendship bracelet! ,education
1094,"Happy Friday! Courtesy of @BuzzFeed, here are 17 kids who are too good for their own age. Just try &amp; not LOL at this. ",education
1095,"August is here! Here's a great way to practice day &amp; date with your kid, and learn the August 2013 calendar. ",education
1096,"Is your kid a reluctant reader? Or is he bonkers for books? Either way, our 5th grade workbook is a crowd pleaser! ",education
1097,Does your child need a little extra help focusing? Here are 6 ways to raise a focused kid. @JungleRangers,education
1098,Could it be?! Is your kid reading too much? ,education
1099,The school year is just around the corner! Here are our top Back to School prep tips for tech-savvy students. ,education
1100,10 Tips to Make Summer Writing Count for the School Year. ,education
1101,"Does your kid know the ""Dos"" and ""Dont's"" of online behavior? Read our piece about online etiquette for kids. ",education
1102,Science Printable of the Day! What is Gravity? This worksheet helps kids understand this important science concept. ,education
1103,"It's week 9 of our DIY Summer Reading Camp, and this weeks ideas are all about sports and games. See our ideas here! ",education
1104,Happy Saturday! Let your kids enjoy some delicious lemonade they can make themselves - no sharing required :) ,education
1105,How often do your kids say they're bored? Send them to the bucket of 101 Things to Do and put that complaint to bed! ,education
1106,Tuna Mercury Levels in Kids' Diets: What You Should Know. ,education
1107,Our members love this! Check out the most downloaded workbook from this month: Story Starters for New Writers. ,education
1108,Got a kid who loves nature? Here's a great life science craft that uses recycled materials: Wire Hanger Bird Feeder. ,education
1109,10 Tips for Dining Out with Kids. ,education
1110,Did you know it's Amelia Earhart Day today? Check out this worksheet and learn all about this amazing woman. ,education
1111,It's National Hot Dog Day! Make this fun and funny snack with your kids to celebrate - make Hot Dog Dogs! ,education
1112,Looks like a blast! RT @pbskids: PBS KIDS Summer Reading Party via @thatsitmommy,education
1113,Practice story sequencing &amp; reading comprehension with your young reader with these beloved fairy tale classics. ,education
1114,Summer's in full swing! Celebrate w/ a free pintable booklet of ice cream activities &amp; games that make summer sweet: ,education
1115,Kindergarten Lingo: 10 Important Terms Every Parent Should Know: ,education
1116,"It's Week 8 of our DIY Summer Reading Camp, and we've got a week of water activities that keep the learning flowing. ",education
1117,"Help your kid flex those summertime imagination muscles with this ""finish the drawing"" campfire coloring page: ",education
1118,Check out this Vancouver student's AMAZING science fair project. We are beyond impressed! ,education
1119,Our Pinterest followers love this board: Crafts That Make Us Laugh. Filled w/ ideas that'll make u &amp; your kids smile. ,education
1120,Our pick from this week's DIY Summer Reading Camp activities: Sight Words Water Game! Mix playtime w/ learning time. ,education
1121,Congratulations! RT @MomItForward @janewoj is our @pbskids giveaway winner!! #gno #summerlearning,education
1122,RT @MomItForward: Thx community panelists: @ABCGP @HilaryWeston @bayareamommycom @MyMommyWorld @begintocraft #gno #SummerLearning,education
1123,RT @MomItForward: Thx community panelists: @ashabutterflys @TheTeacherTom @LatinMami @TheMathMom #gno #SummerLearning,education
1124,Thanks @MomItForward for being an awesome moderator! Thanks @pbskids for including us! #SummerLearning #gno,education
1125,Here's our Summer Bucket List. What's on your family's bucket list this summer? ,education
1126,Join the @pbskids &amp; @MomItForward Twitter party tonight about #SummerLearning and win prizes by following the hashtags #gno #SummerLearning.,education
1127,Our fave from our latest batch of activities just in - Egg Carton Pig Noses! A recycled craft great for pretend play. ,education
1128,Take this zoo passport along the next time you &amp; your child are headed to the zoo to make the trip even more special. ,education
1129,Spy Science! 7 Exciting Crafts for Young Detectives. ,education
1130,"July Workbooks are here! From wacky writing prompts, to outer space exploration, we've got something for every kid. ",education
1131,10 Tips for Helping Kids Make Friends. ,education
1132,"This week's theme of our DIY Summer Reading Camp is ""Play Outside"" b/c some great learning can happen outdoors! ",education
1133,Fun weekend activity that'll get your kid's creative juices going: Puppet theater w/ these printable finger puppets! ,education
1134,Something silly for your Friday! Paper roll elephants are an easy craft that'll definitely result in some smiles. ,education
1135,Got a kid who loves dragons? Check out our dragon coloring pages! ,education
1136,Perfect for summer! Make riddle popsicles at home for some sweet writing practice. ,education
1137,Taking a family road trip? We've got activities to keep kids entertained (and learning!) on those long car rides. ,education
1138,5 Fun Activities Perfect for Sunny Days: ,education
1139,"1 of our most popular boards on Pinterest: Gooey, Slimey, Sensory Fun! Perfect for messmakers &amp; non-messmakers alike. ",education
1140,10 Natural Crafts for Outdoorsy Kids. ,education
1141,Is your child at risk for the dreaded #summerslide? This handy infographic may have the answer. ,education
1142,7 Ways to Prevent Homesickness at Sleepaway Camp. ,education
1143,"It's Week 6 of our Summer Reading DIY Camp, and we're hanging out with some scaly friends this week. Check it out. ",education
1144,"Want ideas for stress-free, family fun this summer? We've got you covered! Here are our tips for fun family time. ",education
1145,Today is circus founder P.T. Barnum's birthday! Celebrate with this circus activity placemat. ,education
1146,Happy #FourthofJuly! Hope you all have a wonderful time celebrating with friends and family today.,education
1147,It's not too late to get some last-minute Fourth of July recipes. Check out our printable booklet with 5 easy ideas. ,education
1148,18 Star-Spangled Printables to Celebrate #FourthofJuly. ,education
1149,7 Awkward Mom Moments (And How to Deal with Them). ,education
1150,6 Felt Food Projects for Young Sewers. ,education
1151,"It's Creative Ice Cream Flavors Day! What's your favorite, out-of-the-box ice cream flavor?",education
1152,"It's Week 5 of our Summer Reading DIY Camp, and this week, we're making some music! Check out our ideas here. ",education
1153,Banana sandwiches! The perfect summertime snack kids can make themselves. ,education
1154,Screen time isn't always bad time. Here are 10 apps to help prevent the #summerslide. ,education
1155,One of the most fun activities we've seen in a while: Koosh ball painting for Fourth of July fireworks. ,education
1156,Here's our pick for Week 4 of our DIY Summer Reading Camp. This animal word scramble builds spelling &amp; vocab skills. ,education
1157,"Fourth of July Fun! 13 ""star-spangled"" activities kids love. ",education
1158,Kudos @AM_futureproof team for presenting 2 college-bound students w/ scholarships. We're happy we got to take part in the event!,education
1159,We're not the only ones big on summer reading. Watch this amazing video for Seattle Public Library's program @SPLBuzz,education
1160,"Can the ""Summer Slide"" really be prevented? Interesting read from @HuffPostParents. ",education
1161,Taking a family road trip this summer? Check out these 10 printables perfect for keeping kids happy in the back seat. ,education
1162,Summer's finally here! Celebrate by bringing the beach to you with these 10 sand activities and crafts. ,education
1163,Printable Pick of the Day! Learn about the colorful chemistry of fireworks and to celebrate #FourthofJuly. ,education
1164,Look as lovely as Lady Liberty in this print-and-cut Statue of Liberty crown. Perfect for patriotic celebrations! ,education
1165,"Week 4 of our DIY Summer Reading Camp is ""Animal Antics"" - w/ ideas to help you get through the dog days of summer. ",education
1166,Are cell phones dangerours for kids? Click through to see what the experts say. ,education
1167,"See our Editor's Picks for #FourthofJuly fun! Plane trip boredom busters, BBQ busy activities, and patriotic crafts. ",education
1168,Flying somewhere with the family this summer? Here are 8 tips to help make plane travel with kids easier. ,education
1169,Our DIY Camp activity pick of the week! This craft will help your kid with handwriting and letter recognition skills. ,education
1170,Check out our Editor-in-Chief's latest book pick! Give your kids a fun (and learn-y!) excuse to stay up late. ,education
1171,Try these colorful kitchen chemistry ideas to do with your kids. ,education
1172,7 Ways to Get Your Kid Excited About Summer School (Really!): ,education
1173,It's National Eat Your #Vegetables Day! Here are 9 ways to get kids to eat (and love!) vegetables. ,education
1174,Ready for a Reading Quest? Week 3 of our free DIY #Summer Reading Camp is here! Check out our ideas. ,education
1175,"Dad is the original Superman. Happy Father's Day to all of the amazing dads out there, being real life super heroes every day! #FathersDay",education
1176,It's not too late to do something for Dad! Here are 10 last-minute ideas for Father's Day. #FathersDay,education
1177,Something fun for your Friday :) Enjoy! ,education
1178,"Make reading exciting! Enter our ""We'll Read 10"" Contest &amp; you could win a Kindle Prize Pack valued at over $350. ",education
1179,Play Sidewalk Chalk Subtraction: Math practice masquerading as a fun sidewalk game. ,education
1180,"Is your kid going to summer camp? Get our free ""Summer Camp Survival Kit"" filled with activities, tips, &amp; more. ",education
1181,Summer writing doesn't have to be a bore! Here are 10 fun printables to keep brains and hands active over the summer. ,education
1182,Here are 5 fantastic #FathersDay cards you can print and cut at home. ,education
1183,Week 2 of our FREE #SummerReading DIY Camp is here! Check out our week's worth of activities here: ,education
1184,Give Dad something from the heart. Here are 10 #FathersDay gifts kids can make themselves. ,education
1185,"June Workbooks are here! Check out ""Spy Math,"" our Editor's Pick, along with the rest of our new releases here: ",education
1186,Spatial Thinking: Why Low-Tech Learning Really Matters. ,education
1187,Being a little loud is good thing sometimes. Here are 9 ideas all about learning while you make a little noise! ,education
1188,"Summer's here! Get the scoop on summer camps w/ our guide - care package ideas, camp picks, homesickness tips &amp; more. ",education
1189,We're collaborating w/ @pbskids this summer to bring you great ideas for summer learning. Check out the video here! ,education
1190,Your school could be one of four deserving communities to win an Imagination Playground! Apply at @kaboom: ,education
1191,Make learning POP! Here are 10 balloon activities that kids love. ,education
1192,Check out our free #SummerReading DIY Camp w/ ideas to help your kid avoid the summer slide. The first week's here! ,education
1193,8 Things Your Teen Should NOT Bring to the Dorms. ,education
1194,Road tripping this summer? We love this #roadtripplaylist from @BethBC. Download it for free thru the end of tomorrow ,education
1195,Check out these awesome printable finger puppets. Perfect for hours of imaginative pretend play. ,education
1196,Here are our Editor's Picks for our Top 10 most inspirational graduation quotes. Great for kids of any age! ,education
1197,Have fun in the sun with these at-home sun prints. No store-bought kit required! #summerfun,education
1198,Make the most of screen time for your kid. Here are 10 stellar storybook apps for little learners. ,education
1199,Sizzling science activities to beat the heat! ,education
1200,Celebrate #MemorialDay today w/ this soldier coloring page. Thank you to the men &amp; women who have served our country! ,education
1201,9 #Graduation Gifts that Give Back. ,education
1202,"Want a recipe for the biggest, bounciest bubbles around? We've got it. It's not a secret - it's science! ",education
1203,Staying local this weekend but still looking for fun stuff to do? Here are 9 activities perfect for 3-day weekends. ,education
1204,"Baseball season is in full swing! Our latest workbook, Baseball Math, is a homerun when it comes to fun math practice ",education
1205,Safety during Graduation season is more important than ever. How do you talk to your kid about alcohol? Tell us: ,education
1206,Ease into Summer! 7 Ways to Take the Pressure Off. ,education
1207,Going for a long drive this #MemorialDay weekend? These road trip BING-O games will keep your kids busy (&amp; learning)! ,education
1208,#Graduation is upon us! Check out these printable graduation party invitations for any kid's celebration. ,education
1209,Printable of the Day: Writing Prompts All About Your Kid! Spark your kid's interest in writing by making it personal. ,education
1210,"We love this book from @YoungRembrandts founder, Bette Fetter, filled w/ tips for helping visual learners succeed. ",education
1211,6 Teacher Secrets You Can Use at Home. ,education
1212,"The end of the school year is almost here! Check out our ideas for celebrating family milestones, big and small. ",education
1213,"It's #NationalChocolateChipDay! Make these chocolate chip shape cookies w/ your kids to sneak in some learning, too. ",education
1214,Today is Police Officers' Memorial Day. Celebrate the police men and women who work hard to keep us safe every day. ,education
1215,Help us name our next big thing! We're cooking up a new educational games product here &amp; we want to hear what you think the name should be.,education
1216,Is the playground a recipe for disaster? Here's your guide to keeping your kids safe on the playgound. ,education
1217,"Say ""Thank You"" to your teacher with this coloring page. #TeacherAppreciationWeek",education
1218,It's #TeacherAppreciationWeek! Here are 10 gifts to give your teachers that they'll actually use. ,education
1219,6 Pretty Paper Projects for #MothersDay. ,education
1220,Happy #CincodeMayo! Check out this fun coloring page that also doubles as decoration. ,education
1221,6 Ways to Close the Gap Between Kids and Nature. ,education
1222,Fiesta Fun! 9 #CincodeMayo Activities that Anyone Can Do. ,education
1223,It's #BrothersandSisters Day! Have your kids show siblings some love. &amp; here's how to help if they need a little push ,education
1224,Is technology killing your child's attention span? Read on to see what the stats say. ,education
1225,7 Tasks Kids Should Do For Themselves (and what you can do to encourage them). ,education
1226,It's #NationalDecisionDay! Has your senior decided where he or she will be going to college?,education
1227,#CincodeMayo is coming up! Here's our favorite festive craft to help you celebrate. ,education
1228,"Rich kids do better in school, but we think technology is the great equalizer. Check out this @NYTOpinionator piece. ",education
1229,"April showers bring May flowers! Celebrate the end of April, and all the flowers to come w/ this spring crossword. ",education
1230,Find out how team sports really benefit your child. ,education
1231,Happy #ScreenFreeWeek! Here are 30 easy ideas for some screen-free fun. ,education
1232,#ScreenFreeWeek is tomorrow! Here's why you should care. ,education
1233,We're going ape for these zoo science coloring pages! ,education
1234,Looking for some artsy fun for the weekend? Check out our imaginative craft ideas. ,education
1235,Our users love this card game that boosts Fifth Grade math skills. ,education
1236,"12 Foods You Probably Didn't Grow Up With, That Your Kids Will: ",education
1237,The 8 Worst Apps for Your Kids: ,education
1238,What do teachers really want? Here are the top 7 things teachers want from parents.,education
1239,No more bribes! Here are our tips on how to help your kid WANT to succeed. ,education
1240,#EarthDay doesn't have to be one day a year! Here are 10 hands-on activities to help kids explore earth every day: ,education
1241,"Bug Out! 9 Creepy, Crawly Bug Printables. ",education
1242,Got a report card coming home soon? Here are some tips on how to talk it over with your child. ,education
1243,Happy #EarthDay! Take some time with your kid today to give a little bit back to #MotherNature &amp; show her some love. ,education
1244,Is Background TV Killing Kids' Concentration? Some facts worth knowing. ,education
1245,Give your kid's math skills a boost with these skip counting dot-to-dots. ,education
1246,6 Things Moms Shouldn't Feel Guilty About...But Do Anyway. #mommyguilt,education
1247,#EarthDay is coming up! Here are some of our favorite eco-crafts for kids. ,education
1248,Cut-and-fold cities! These awesome printables will inspire imaginative play for your young builder. ,education
1249,"If you're wondering how to talk to your kids about the events today at the #BostonMarathon, here's a place to start. ",education
1250,9 Worksheets to Help You Celebrate #EarthDay. ,education
1251,"10 Easy, Homemade Crafts Anyone Can Make. ",education
1252,10 Color Crafts to Liven Up Learning. ,education
1253,"It's Scrabble Day! Break out the classic word game, and have some word-making fun with the whole family! #scrabbleday",education
1254,Sometimes the best learning happens when you make a little mess! Check out our favorite ooey-gooey activities. ,education
1255,Make math more fun! 10 Math Card Games for Kids.,education
1256,Got a potty trainer at home? Share your best #pottytraining tips with us for a chance to win $250! ,education
1257,10 Printables to Help You Spring into Spring! ,education
1258,6 Annoying Childhood Milestones We Could Live Without #realtalk,education
1259,"Play with Your Food! 12 Easy, Fun Snacks Kids Will Gobble Up #healthysnacks",education
1260,10 Ways to Be a More Positive Parent. (It's easier than you think!) ,education
1261,Oldies But Goodies: 8 Classic Games Everyone Loves #throwback,education
1262,Struggling with homework time? Help your kid master homework in 9 steps. #homeworkhelp,education
1263,Happy Weekend! Get outside with these 5 outdoor activities to do in under 5 minutes. ,education
1264,7 Ways to Prepare for Your Kid's First Sleepover. ,education
1265,It's #SchoolLibrarianDay! Thanks to all of the amazing librarians bringing stories to life every day.,education
1266,Wacky writing prompts to get those creative juices flowing. ,education
1267,Leftover Easter eggs in the fridge? Here are 4 delicious ways to use them up! ,education
1268,Today is #AutismAwarenessDay. Here are our Top 10 Picks for activities to do with children with autism. ,education
1269,Happy #AprilFools Day! It's not too late to prank your kids. Here are our favorite tricks. ,education
1270,"Catch the Sun with ""Stained Glass"" Eggs! ",education
1271,Spring break on the mind? Get fun ideas to make family road trips fly by: ,education
1272,Today is Pi Day! Introduce kids to the concept w/ this fun info sheet: #PiDay,education
1273,Shy kid? 9 Ways to Help Your Introvert Succeed in School: ,education
1274,The Top 7 Things Teachers Want from Parents: ,education
1275,@rogerwilson @jackiowilson Thank YOU for reading. Glad to hear you've found it helpful!,education
1276,"Landforms, letters, genealogy &amp; more! Come check out our brand new workbooks for March: ",education
1277,7 Saint Patrick's Day Printable Games: ,education
1278,Every day's a good day to thank a teacher. Here are some fun ideas for showing gratitude: ,education
1279,We're standing with @AC360 &amp; @bullymovie by joining the movement to end bullying in our generation! #bullyeffect,education
1280,Contest: Tell us how you keep your family healthy &amp; you could win a healthy prize pack worth $250! ,education
1281,TY! Great tips. RT @FearNoLearning: .@Education_com more tips for school refusal @HealthyPlace,education
1282,"Does ""but I don't want to go to school!"" sound familiar? 9 ways to prevent school refusal: ",education
1283,10 Great Addition &amp; Subtraction Apps for Kids: ,education
1284,How do you make sure your family stays healthy? Tell us here: You could win a $250 healthy prize pack!,education
1285,The best way for kids to learn sight words? By seeing them often! Kids should recognize these by 1st grade: ,education
1286,We think these Love Bugs are la-la-la-lovely! Learn how to make them at home: #ValentinesDay,education
1287,How do you get your child excited about potty training? Join the conversation &amp; you could win $250! ,education
1288,Nuts over nutrition? Get tasty and healthy eating ideas for kids: ,education
1289,Printable booklet: Start 2013 on the right foot with these handy tips! Get it here: ,education
1290,Art breeds a healthy imagination &amp; critical thinking skills. Learn how to nurture the creative arts: ,education
1291,Help kids create their very own Winter Wonderland! Here's how: ,education
1292,Looking for ideas to keep your kids' brains &amp; bodies in top shape? Look no further: ,education
1293,"Looking for fun &amp; informative Martin Luther King, Jr. worksheets? Find them here: #MLK",education
1294,8 Awesome Money Games: Help improve your kid's understanding of dollars &amp; cents!,education
1295,Show us your dream princess party on @Pinterest &amp; you could win a #SofiatheFirst princess party pack! ,education
1296,"Kick the new year off right by helping little paleontologists with this ""rock-some"" activity: ",education
1297,Plan the perfect princess party and win a #SofiatheFirst prize pack! ,education
1298,10 Sweet (and Kid-Friendly!) Treats for the Holidays: ,education
1299,10 Tips for Talking to Your Kids About the Connecticut Tragedy: ,education
1300,"Like the rest of the country, we are in disbelief. Our hearts go out to the community affected by the shooting in Connecticut.",education
1301,Making the transition to college? Get info to help it go smoothly (for kids &amp; adults): ,education
1302,Holiday Volunteering: 7 Ways for Kids to Give Back ,education
1303,"#EWopinion: To have all students graduate college and career ready, we must address the poverty achievement gap ",eduction
1304,Just released! @EducationWeek #ebook on improving instruction. Focus on strategies to improve your #k12 teaching: ,eduction
1305,"Teacher-leaders need more authority and organizational support, report finds: ",eduction
1306,.@StateEdWatch: Election 2014 Caravan of Delights: Michigan Gubernatorial Race #edpolicy #education,eduction
1307,Ensuring Equity in Charter Schools #education,eduction
1308,Education and the 2014 Election: A Guide to Key Races #education,eduction
1309,Personalized Learning Pits Data Innovators Against Privacy Advocates #education,eduction
1310,European countries are sorting through many of the same #edtech issues that we are dealing with in the U.S.: ,eduction
1311,.@WaltXYZ: Evaluating Pre-K Programs #EWopinion,eduction
1312,#EWopinion: The dangers of the #commoncore: ,eduction
1313,.@EarlyYearsEW: Two Preschool Ballot Initiatives Battle it Out in Seattle #earlychildhood,eduction
1314,.@PoliticsK12: Big Suburban District Leaders Favor Staggered Testing for NCLB Waiver States #edpolitics,eduction
1315,.@TeacherBeat: Teachers on the Common Core: Familiarity Breeds Approval #teaching,eduction
1316,"Following last week's shooting, Washington high school concedes football championship title to Marysville-Pilchuck: ",eduction
